"","HNO204_37_d23_DIFF_B1","HNO204_MX_d23_DIFF_B1","HNO918_37_d23_DIFF_B1","HNO918_MX_d23_DIFF_B1","HNO919_37_d23_DIFF_B1","HNO919_MX_d23_DIFF_B1","HNO204_37_d23_DIFF_B2","HNO204_MX_d23_DIFF_B2","HNO918_37_d23_DIFF_B2","HNO918_MX_d23_DIFF_B2","HNO919_37_d23_DIFF_B2","HNO919_MX_d23_DIFF_B2"
"ENSG00000015520",19,31,19,27,9,14,33,36,7,16,14,7
"ENSG00000015532",1082,1109,1691,1290,866,1003,1062,1632,1162,1071,1085,737
"ENSG00000015568",45,56,39,61,67,52,36,37,37,31,33,8
"ENSG00000015592",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000015676",1754,1964,2922,2462,1644,1719,1655,2510,2034,1865,1968,1436
"ENSG00000016082",203,215,202,190,273,203,100,169,134,130,149,96
"ENSG00000016391",116,123,206,206,130,108,127,205,168,160,110,34
"ENSG00000016402",1187,1438,1303,1208,1112,1094,993,1750,810,920,917,663
"ENSG00000016490",1,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000016602",1297,881,1318,869,3378,1549,636,435,916,389,1438,188
"ENSG00000016864",1437,1743,2312,2176,1521,1524,1041,1864,1106,1395,1343,1093
"ENSG00000017260",3698,4124,4800,4033,3725,3266,1619,2481,2272,1947,2216,750
"ENSG00000017427",3,2,9,1,6,2,0,7,2,3,4,1
"ENSG00000017483",125,139,72,126,202,187,118,200,79,46,89,131
"ENSG00000017797",2623,3140,3792,3376,2527,2737,1946,3061,2556,2261,2364,1204
"ENSG00000018189",864,1174,1419,1177,1074,884,641,918,682,504,519,317
"ENSG00000018236",658,1026,1592,1690,919,979,243,594,819,803,727,291
"ENSG00000018280",17,13,36,20,16,20,29,48,19,21,27,34
"ENSG00000018408",1185,1420,1856,1644,1219,1076,981,1784,1160,971,957,451
"ENSG00000018510",1466,1712,1948,1894,1441,1474,722,1302,803,1008,771,382
"ENSG00000018610",464,531,602,572,365,420,368,656,381,416,418,357
"ENSG00000018625",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000018699",398,592,710,671,426,449,312,669,342,425,413,276
"ENSG00000018869",60,81,79,88,79,64,67,69,66,37,55,47
"ENSG00000019102",628,809,1049,785,848,917,758,1657,861,1132,1284,1391
"ENSG00000019144",415,395,369,375,455,489,331,433,394,262,228,171
"ENSG00000019169",2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000019186",560,486,133,156,1868,2102,148,302,104,80,65,89
"ENSG00000019485",509,490,892,665,588,570,424,489,599,443,551,292
"ENSG00000019505",0,3,0,4,0,0,0,1,1,2,4,0
"ENSG00000019549",654,804,807,703,644,624,462,771,521,516,434,442
"ENSG00000019582",16737,18120,14170,11717,12504,14612,6797,11638,12353,13339,13769,9162
"ENSG00000019991",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000019995",421,493,690,570,357,421,287,508,376,339,353,113
"ENSG00000020129",1368,1232,1761,1315,1229,1203,1279,1750,1147,1021,1150,542
"ENSG00000020181",4,7,13,2,2,5,1,17,9,9,1,4
"ENSG00000020256",695,799,1043,858,599,673,619,905,726,730,768,443
"ENSG00000020426",610,723,1024,1039,631,670,501,940,516,685,674,569
"ENSG00000020577",74,113,91,118,120,140,85,144,96,95,35,62
"ENSG00000020633",627,683,515,462,182,265,156,273,444,351,326,247
"ENSG00000020922",591,830,972,1091,638,733,420,682,433,459,456,307
"ENSG00000021300",1738,1531,3606,2455,1775,1288,1906,2091,2433,2026,2489,1054
"ENSG00000021355",2519,3199,2452,2380,2856,3271,1568,3225,1408,1881,1997,1655
"ENSG00000021461",0,0,1,0,2,1,0,0,2,0,0,1
"ENSG00000021488",7,0,9,17,7,6,3,0,10,6,6,6
"ENSG00000021574",812,945,1094,1059,818,800,476,866,705,682,580,311
"ENSG00000021645",1,3,2,9,1,3,3,1,10,2,3,4
"ENSG00000021762",1041,1191,1528,1210,894,960,950,1513,1035,996,1065,693
"ENSG00000021776",1518,1853,2227,2085,1633,1574,622,996,897,811,857,363
"ENSG00000021826",129,189,307,263,244,203,148,146,171,115,203,70
"ENSG00000021852",0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000022267",127,121,79,55,125,105,29,35,24,22,42,21
"ENSG00000022277",1173,1320,1490,1342,977,1252,1076,1992,896,1138,1117,988
"ENSG00000022355",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000022556",1751,1968,1479,1196,1128,1221,1519,2407,774,798,981,628
"ENSG00000022567",1743,1757,2529,2233,1526,1641,1412,1946,1662,1551,1649,816
"ENSG00000022840",2776,3104,3996,3398,3023,2795,2894,4208,3268,2941,3345,2238
"ENSG00000022976",245,293,372,327,223,252,209,415,227,204,182,179
"ENSG00000023041",548,790,759,668,617,576,413,690,393,317,357,287
"ENSG00000023171",31,38,165,89,29,32,33,36,37,29,37,15
"ENSG00000023191",4383,4791,5513,4835,3707,4350,5846,9837,5399,5552,6203,6286
"ENSG00000023228",2958,3174,3884,3287,2804,2616,1527,2262,1724,1658,1946,779
"ENSG00000023287",2528,2725,3307,3029,2459,2089,1003,1715,1384,1380,1348,479
"ENSG00000023318",866,1244,1420,1288,1065,932,674,1195,782,823,821,554
"ENSG00000023330",1588,2152,2079,2187,1423,1725,1399,2715,1358,1853,1516,1222
"ENSG00000023445",1051,1030,919,808,1147,889,304,419,395,300,361,116
"ENSG00000023516",1706,2180,2287,2370,1884,1574,503,831,972,852,835,304
"ENSG00000023572",343,313,418,479,270,344,217,377,234,291,262,251
"ENSG00000023608",288,267,322,338,333,234,219,384,229,184,172,136
"ENSG00000023697",835,997,1005,1170,687,784,582,1242,649,790,731,575
"ENSG00000023734",1674,2202,2319,2586,1704,1947,1400,2872,1533,1756,1716,1363
"ENSG00000023839",51,101,114,98,46,56,45,72,45,50,42,33
"ENSG00000023892",737,988,1191,1086,713,886,991,1936,987,1195,1154,1397
"ENSG00000023902",61,81,95,88,28,41,164,242,90,127,106,143
"ENSG00000023909",4526,5916,6314,7213,4758,5882,2232,5500,2838,3932,2962,1902
"ENSG00000024048",1292,1663,1909,1702,1378,1266,586,858,842,775,803,352
"ENSG00000024422",1884,1779,1717,1156,1601,1811,1287,1529,1746,1190,1665,865
"ENSG00000024526",169,224,215,390,181,176,87,219,79,153,89,80
"ENSG00000024862",767,855,1455,1213,632,676,607,1166,663,864,859,674
"ENSG00000025039",526,615,1265,1295,598,703,362,842,759,844,615,450
"ENSG00000025156",510,695,738,806,459,495,301,590,293,448,373,236
"ENSG00000025293",815,1011,1381,1243,1068,996,442,733,770,730,695,366
"ENSG00000025423",2,14,5,13,5,2,2,23,2,13,4,7
"ENSG00000025434",174,209,290,298,154,190,288,480,225,249,205,259
"ENSG00000025708",3702,3240,4132,2074,3544,3564,3263,4237,3275,1970,2661,3709
"ENSG00000025770",587,834,805,792,514,561,794,1553,757,948,819,1537
"ENSG00000025772",1702,2138,2126,1988,1504,1560,1317,2492,1379,1684,1673,1166
"ENSG00000025796",1960,2568,3040,3322,2166,2248,1156,2499,1354,1644,1384,833
"ENSG00000025800",2314,2438,3133,2517,2089,2125,1201,1459,1776,1279,1599,562
"ENSG00000026025",176,249,1144,1349,359,367,209,337,647,656,812,683
"ENSG00000026036",33,40,49,65,63,81,23,43,42,18,9,14
"ENSG00000026103",917,1075,724,610,746,770,388,690,398,330,330,188
"ENSG00000026297",261,378,453,441,220,216,447,927,509,476,503,587
"ENSG00000026508",6263,8229,5932,6447,6779,8104,3564,5878,4347,3523,4187,2812
"ENSG00000026559",38,56,87,26,102,87,19,49,97,61,117,90
"ENSG00000026652",501,558,603,387,415,338,292,327,248,156,208,136
"ENSG00000026751",14,18,26,13,22,38,2,7,9,14,13,8
"ENSG00000026950",423,578,701,640,475,418,288,307,423,278,345,145
"ENSG00000027001",1525,2259,2440,2468,1305,1529,947,2178,1124,1554,1387,953
"ENSG00000027075",611,762,593,581,575,520,451,693,438,370,456,193
"ENSG00000027644",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000027697",3078,3632,3040,3123,3881,4003,1187,2355,1781,1727,1859,1092
"ENSG00000027847",516,489,790,626,516,602,573,987,714,684,704,704
"ENSG00000027869",14,19,9,0,4,5,13,36,5,21,5,6
"ENSG00000028116",507,710,633,742,514,567,269,466,234,294,226,130
"ENSG00000028137",4,7,2,0,0,1,0,2,0,2,5,0
"ENSG00000028203",1248,1657,1746,1746,1422,1428,760,1391,815,913,874,493
"ENSG00000028277",21,27,20,34,19,23,11,19,21,17,8,27
"ENSG00000028310",685,1008,1094,1047,855,927,796,1242,792,800,826,702
"ENSG00000028528",2467,3019,3846,3450,2756,2623,2029,2878,2375,2046,2605,1366
"ENSG00000028839",457,446,695,534,445,379,327,547,310,368,356,211
"ENSG00000029153",1246,1431,1128,1049,1143,1183,723,953,518,458,736,315
"ENSG00000029363",3724,5072,5459,5718,4183,4108,2051,3401,2414,2509,2153,1141
"ENSG00000029364",2217,3154,3164,2933,2286,2480,1235,2199,1830,1835,1753,893
"ENSG00000029534",123,123,53,52,379,424,41,54,77,70,92,65
"ENSG00000029559",0,0,0,0,2,0,0,0,0,1,0,0
"ENSG00000029639",235,336,245,266,178,198,202,434,149,222,175,187
"ENSG00000029725",1051,1273,1679,1505,1212,1269,800,1331,1020,941,834,534
"ENSG00000029993",899,1055,1525,1358,985,998,886,1683,979,1188,1263,1018
"ENSG00000030066",1139,1561,1509,1585,1085,1089,519,1101,716,742,663,299
"ENSG00000030110",711,707,1027,775,665,794,721,1155,821,917,1041,752
"ENSG00000030304",0,1,0,1,0,0,1,0,0,2,0,0
"ENSG00000030419",2055,2378,2878,2888,2219,2082,778,1273,1297,1046,919,343
"ENSG00000030582",5299,5711,5561,5375,4999,6282,4667,7995,5380,5733,6235,6124
"ENSG00000031003",1082,1363,1573,1656,1179,1133,665,962,781,693,647,281
"ENSG00000031081",170,252,181,182,165,191,61,71,137,111,106,49
"ENSG00000031691",131,171,172,225,115,139,76,233,65,131,104,103
"ENSG00000031698",2213,2606,3034,2789,2147,2413,2099,3665,2067,2243,2317,2480
"ENSG00000031823",1251,1414,1794,1645,1121,1177,1418,2067,1392,1433,1494,1327
"ENSG00000032219",434,573,746,815,539,582,285,457,315,329,247,136
"ENSG00000032389",912,938,1386,1334,989,891,932,1631,1003,1183,1310,991
"ENSG00000032444",1582,1352,2262,1396,1394,1239,1443,1857,1791,1277,1822,1247
"ENSG00000032742",1004,1059,1687,1414,1083,984,591,1083,627,698,710,438
"ENSG00000033011",356,385,550,486,408,371,321,550,372,376,422,289
"ENSG00000033030",581,628,1031,914,653,616,437,541,557,511,515,208
"ENSG00000033050",318,396,445,398,365,342,352,573,416,409,445,461
"ENSG00000033100",1529,1670,2050,1477,1598,1822,1108,1834,1426,1271,1503,851
"ENSG00000033122",3,4,6,7,4,9,3,3,6,1,1,2
"ENSG00000033170",383,365,951,752,385,283,232,333,423,392,426,147
"ENSG00000033178",1419,1777,1728,1877,1676,1583,589,1055,900,762,720,430
"ENSG00000033327",187,258,380,415,194,278,357,667,290,322,199,181
"ENSG00000033627",684,1100,766,850,799,942,485,740,541,631,561,474
"ENSG00000033800",1075,1259,1269,1395,1017,1072,531,833,708,607,587,273
"ENSG00000033867",575,652,904,848,963,676,237,340,465,350,334,115
"ENSG00000034053",0,0,1,2,0,1,1,1,1,1,0,0
"ENSG00000034152",1624,1887,1810,1749,1420,1662,1508,2766,1564,1681,1857,1413
"ENSG00000034239",3268,3645,5063,4309,3682,3108,2529,4122,2311,2298,2484,1773
"ENSG00000034510",6322,7053,6572,5365,4267,6096,5379,15712,4591,7268,6322,12605
"ENSG00000034533",164,194,259,265,174,204,137,182,164,133,135,91
"ENSG00000034677",1528,2203,1575,1640,1631,1808,730,1404,907,770,783,382
"ENSG00000034693",368,648,708,864,419,462,338,708,307,414,347,233
"ENSG00000034713",1795,1741,2523,2263,1567,1429,1708,2691,1455,1685,1796,1299
"ENSG00000034971",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000035115",1268,1450,2207,2049,1311,1303,801,1540,1014,1103,1085,712
"ENSG00000035141",769,1162,1124,1086,708,907,668,1300,634,710,646,684
"ENSG00000035403",2988,3817,3172,3504,3046,3148,1336,1981,2039,1673,1701,674
"ENSG00000035499",44,86,67,129,28,76,33,130,41,87,44,81
"ENSG00000035664",148,150,116,152,126,160,129,176,123,72,94,76
"ENSG00000035681",682,1068,1054,1218,784,931,613,1189,754,839,581,510
"ENSG00000035687",3547,3629,5667,5284,3072,2793,2439,4167,2492,2798,2571,1215
"ENSG00000035720",18,35,28,44,6,21,46,74,20,16,11,16
"ENSG00000035862",459,471,443,331,535,341,467,689,309,328,469,259
"ENSG00000035928",1166,1694,1831,1970,1175,1308,722,1398,948,1007,822,577
"ENSG00000036054",728,897,1096,1180,753,801,416,738,484,528,463,276
"ENSG00000036257",1864,2292,2705,2792,1792,1890,1097,2208,1434,1551,1350,708
"ENSG00000036448",102,101,195,143,107,70,71,111,148,121,197,114
"ENSG00000036473",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000036530",4,5,10,2,12,19,6,22,15,6,9,5
"ENSG00000036549",941,1251,1361,1574,992,1019,520,1040,805,791,701,429
"ENSG00000036565",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000036672",704,894,877,786,549,591,619,1004,550,682,570,367
"ENSG00000036828",0,0,0,0,0,1,0,2,0,0,1,0
"ENSG00000037042",306,498,431,466,283,337,418,594,308,339,292,360
"ENSG00000037241",478,520,574,590,422,440,404,921,398,533,505,525
"ENSG00000037280",1,0,7,8,1,0,0,0,0,0,0,0
"ENSG00000037474",1429,1876,2078,2070,1431,1586,929,1714,1219,1403,1196,694
"ENSG00000037637",1072,1366,1339,1205,1032,1147,761,1134,854,868,869,506
"ENSG00000037749",570,608,670,499,620,521,142,221,308,220,218,39
"ENSG00000037757",591,789,589,602,495,562,521,647,395,290,346,187
"ENSG00000037897",65,129,147,86,121,98,90,174,87,116,95,140
"ENSG00000037965",0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000038002",443,562,581,601,409,532,352,716,263,382,353,269
"ENSG00000038210",398,503,591,677,470,546,282,609,353,420,423,248
"ENSG00000038219",1206,1591,1753,1853,1305,1230,517,895,861,780,672,291
"ENSG00000038274",2353,3098,3424,3395,2283,2417,1755,3340,1749,2103,1894,1148
"ENSG00000038295",45,54,112,112,130,102,5,16,42,41,54,24
"ENSG00000038358",1320,1648,2011,1807,1381,1473,823,1452,1278,1122,1106,573
"ENSG00000038382",1488,1765,2235,2088,1698,1658,862,1257,1542,1194,1021,451
"ENSG00000038427",495,619,523,511,243,305,120,277,238,235,198,60
"ENSG00000038532",999,1096,1409,1048,978,1031,747,951,978,767,950,496
"ENSG00000038945",0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000039068",8613,10272,11092,9922,7879,8247,3528,5439,5282,5655,5679,2040
"ENSG00000039123",1630,1937,2424,2465,1682,1724,776,1386,1050,1074,1026,432
"ENSG00000039139",7100,8337,12109,10787,5437,4451,2121,3233,3467,3763,3297,1148
"ENSG00000039319",1582,1866,2342,2102,1664,1270,580,935,837,691,828,300
"ENSG00000039523",638,666,853,776,629,632,567,972,716,654,659,404
"ENSG00000039537",54,86,53,27,352,296,5,5,28,35,64,22
"ENSG00000039560",2080,2411,3107,3261,2999,2703,1772,2799,2238,1791,1865,1158
"ENSG00000039600",6,2,1,0,3,2,7,5,6,1,1,2
"ENSG00000039650",772,930,1339,1005,940,938,963,1537,1124,949,1070,1207
"ENSG00000039987",489,242,345,335,260,155,1086,600,594,299,1009,233
"ENSG00000040199",119,182,151,136,106,138,81,122,89,91,53,43
"ENSG00000040275",230,398,323,421,242,370,177,334,193,204,155,190
"ENSG00000040341",904,1142,1230,1155,896,924,570,955,653,586,552,307
"ENSG00000040487",279,384,495,368,250,374,326,604,370,412,413,407
"ENSG00000040531",615,847,911,758,617,653,463,849,631,552,617,314
"ENSG00000040608",119,83,144,96,84,96,119,232,144,149,196,132
"ENSG00000040633",775,676,992,784,734,575,693,984,831,642,931,606
"ENSG00000040731",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000040933",410,579,717,653,481,409,288,355,346,297,363,129
"ENSG00000041353",1351,1472,1241,1289,1821,1473,443,856,638,584,682,262
"ENSG00000041357",2105,2679,3129,3017,2036,2353,1629,3499,1688,2116,1887,2352
"ENSG00000041515",14,11,13,12,19,25,3,11,5,8,4,3
"ENSG00000041802",1163,1650,1633,1755,1115,1251,722,1535,890,1000,977,737
"ENSG00000041880",757,1194,1125,1505,889,1034,794,1530,902,1089,776,736
"ENSG00000041982",3121,2178,10812,7164,5418,3131,1867,1227,8558,4253,7870,1561
"ENSG00000041988",182,153,280,236,194,186,297,414,269,210,374,312
"ENSG00000042062",108,161,335,293,123,167,152,154,236,186,206,137
"ENSG00000042088",570,743,816,939,524,664,468,826,434,504,424,258
"ENSG00000042286",186,355,411,418,207,304,241,528,286,345,281,268
"ENSG00000042304",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000042317",412,486,531,484,383,399,247,456,249,316,285,239
"ENSG00000042429",168,121,222,148,127,156,107,107,103,86,92,88
"ENSG00000042445",1722,2152,2291,2439,1702,2134,1385,2158,1618,1664,1682,881
"ENSG00000042493",1615,1754,2549,2000,1387,1573,2368,3857,2489,2525,2583,3321
"ENSG00000042753",1431,1441,1721,1406,1198,1366,1584,3382,1564,2132,2040,3100
"ENSG00000042781",29,32,49,24,37,31,10,15,5,16,23,7
"ENSG00000042813",0,2,0,6,4,2,0,1,0,2,0,1
"ENSG00000042832",17,25,24,30,10,24,10,29,33,33,13,4
"ENSG00000042980",2541,2527,5784,4423,3027,2098,1960,2153,3424,1800,2375,773
"ENSG00000043039",272,333,233,231,251,241,127,220,146,202,288,142
"ENSG00000043093",949,1060,1298,1345,933,917,524,1004,646,659,696,316
"ENSG00000043143",1270,1370,1729,1396,1088,1018,1288,1462,1389,1072,1143,650
"ENSG00000043355",3,1,2,1,0,0,0,4,0,0,0,0
"ENSG00000043462",0,0,0,3,2,1,3,6,0,1,0,2
"ENSG00000043514",671,798,694,817,570,554,398,889,376,464,381,337
"ENSG00000043591",284,372,473,485,235,337,482,823,269,419,333,193
"ENSG00000044012",0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000044090",1392,1629,2399,2041,1354,1413,933,1548,1460,1332,1375,877
"ENSG00000044115",12486,15646,19685,18305,11912,12617,9148,15213,11758,11830,11677,7049
"ENSG00000044446",614,823,1096,840,700,692,479,614,634,502,458,351
"ENSG00000044459",228,281,368,491,280,260,139,291,156,191,149,86
"ENSG00000044524",0,0,4,0,0,1,0,0,6,0,0,0
"ENSG00000044574",9674,9462,16975,12511,9351,8361,5657,9101,9180,7962,9459,5460
"ENSG00000046604",4477,5988,7058,8118,4429,4791,1492,3014,3221,3327,2777,983
"ENSG00000046647",276,351,543,444,442,381,212,391,328,315,384,345
"ENSG00000046651",1011,1541,1847,1847,1318,1175,768,1381,859,905,813,621
"ENSG00000046653",235,351,503,518,284,310,134,248,203,275,174,99
"ENSG00000046774",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000046889",0,0,1,0,1,1,0,0,0,0,0,0
"ENSG00000047056",766,900,951,963,696,780,463,823,700,657,703,373
"ENSG00000047188",887,1445,1186,1632,1051,1251,365,798,618,674,517,233
"ENSG00000047230",488,604,757,659,499,493,349,532,403,396,454,207
"ENSG00000047249",1153,1242,1486,1377,1119,1110,832,1462,958,1049,1084,944
"ENSG00000047315",2739,4058,4337,4366,2925,3085,1268,2279,1777,2103,1769,776
"ENSG00000047346",1492,1934,2053,2191,1934,1647,825,1242,1074,939,871,404
"ENSG00000047365",1552,2165,1785,1836,1534,1483,570,993,891,835,801,302
"ENSG00000047410",3485,4981,5084,5527,4006,4015,1718,3233,2370,2425,1909,1377
"ENSG00000047457",3248,2964,7907,6760,3929,3517,556,942,3587,2292,2490,535
"ENSG00000047578",3164,3238,5031,3248,3028,2473,2053,2584,2645,1882,2043,961
"ENSG00000047579",245,328,436,397,215,237,282,534,242,365,350,397
"ENSG00000047597",141,168,174,175,119,112,22,66,55,103,56,29
"ENSG00000047617",7,4,5,18,4,12,3,7,8,5,8,3
"ENSG00000047621",416,614,574,470,452,401,208,387,215,273,240,128
"ENSG00000047634",115,212,156,262,136,162,60,115,56,71,45,46
"ENSG00000047644",1124,1078,1223,1044,1129,923,702,849,776,671,718,303
"ENSG00000047648",63,56,80,70,48,25,43,69,28,20,36,11
"ENSG00000047662",15,9,12,2,12,17,4,12,7,10,4,6
"ENSG00000047849",4043,4752,4711,4388,3389,3693,3462,5910,3413,3307,3068,2848
"ENSG00000047932",1392,1510,1719,1519,1455,1298,610,900,814,719,722,412
"ENSG00000047936",32,18,2,3,17,1,1,0,6,0,7,4
"ENSG00000048028",802,930,1692,1289,1019,838,538,607,1058,662,752,323
"ENSG00000048052",477,563,507,652,461,521,101,212,266,275,183,78
"ENSG00000048140",1270,1304,2126,1792,1776,1832,1452,2628,1696,1923,1994,1707
"ENSG00000048162",263,302,302,279,234,281,184,470,175,206,207,328
"ENSG00000048342",4137,4979,5454,4978,3681,3556,1918,3452,2037,2523,2138,982
"ENSG00000048392",1564,1762,2009,2224,1659,1536,652,1151,895,1019,890,388
"ENSG00000048405",597,819,861,988,670,663,314,592,457,442,371,174
"ENSG00000048462",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000048471",1343,1535,1995,1615,1051,1113,643,1070,909,963,808,330
"ENSG00000048540",8,17,11,8,9,14,0,9,4,6,1,6
"ENSG00000048544",982,1469,1407,1493,1048,1175,742,1415,691,837,827,549
"ENSG00000048545",1,1,13,20,2,4,19,26,4,10,8,7
"ENSG00000048649",1393,1571,2040,1924,1477,1277,694,957,1054,851,869,385
"ENSG00000048707",2151,2775,3360,3278,2500,2469,1043,1493,2149,1835,1947,728
"ENSG00000048740",369,506,578,755,450,494,186,412,306,330,259,129
"ENSG00000048828",6101,6008,8114,7128,5744,5490,3111,5107,4459,4301,4525,1436
"ENSG00000048991",577,653,641,823,557,635,294,468,428,396,340,190
"ENSG00000049089",846,862,939,662,800,839,718,1223,740,627,619,584
"ENSG00000049130",2529,2816,3072,3165,3435,3036,885,1856,1505,1365,1322,544
"ENSG00000049167",161,294,242,276,157,216,105,290,106,146,111,80
"ENSG00000049192",2,4,5,2,3,5,0,4,4,1,2,2
"ENSG00000049239",3906,4847,6203,5235,4160,4542,2877,3650,4201,3620,3680,1578
"ENSG00000049245",2038,3033,2590,2993,2058,2236,1487,3087,1571,1903,1996,1496
"ENSG00000049246",637,1106,1304,1642,788,932,488,1013,845,833,530,337
"ENSG00000049247",0,0,0,0,0,0,0,1,0,0,0,1
"ENSG00000049249",0,0,0,0,0,4,0,0,0,1,1,0
"ENSG00000049283",1931,2010,2905,2162,1971,1904,2709,3584,2637,2269,2949,1888
"ENSG00000049323",175,164,297,253,232,224,61,107,164,148,152,48
"ENSG00000049449",832,821,1350,1135,863,876,527,877,741,704,759,548
"ENSG00000049540",1244,1128,1710,1381,1562,1516,2561,3045,1697,975,1659,1163
"ENSG00000049541",303,490,455,570,282,397,425,1027,386,590,410,723
"ENSG00000049618",2947,3178,3813,3313,2407,2557,1490,2025,2216,1859,1913,641
"ENSG00000049656",2129,2467,2963,2697,2045,2070,2093,3431,2254,2237,2354,1899
"ENSG00000049759",2230,2444,3274,2585,2268,2118,1218,2290,1695,1819,1688,1236
"ENSG00000049768",9,2,5,14,3,4,1,4,6,7,2,3
"ENSG00000049769",187,144,456,279,261,234,166,221,379,281,407,288
"ENSG00000049860",1457,1663,2241,2174,1560,1709,959,2242,1372,1502,1336,1064
"ENSG00000049883",227,454,408,427,334,346,160,246,194,187,168,110
"ENSG00000050030",68,70,221,263,34,48,17,37,112,123,68,31
"ENSG00000050130",997,1320,1411,1319,1100,1067,558,1100,618,706,794,381
"ENSG00000050165",784,739,1229,886,1402,1412,540,907,847,901,908,871
"ENSG00000050327",524,548,631,585,779,986,551,730,676,485,580,455
"ENSG00000050344",973,1189,1007,933,826,951,555,1012,549,588,566,327
"ENSG00000050393",897,1228,1183,1440,740,1030,653,1201,732,789,650,461
"ENSG00000050405",3040,3482,5861,5598,3470,3248,2407,3691,3488,3073,2797,1495
"ENSG00000050426",881,1394,1357,1349,1092,1146,1013,1955,784,1062,948,959
"ENSG00000050438",135,234,578,472,331,345,46,164,207,219,216,78
"ENSG00000050555",0,0,3,5,0,0,0,0,0,1,3,1
"ENSG00000050628",4,36,18,32,13,21,20,25,30,20,12,5
"ENSG00000050730",19,29,15,26,44,80,0,4,11,17,12,10
"ENSG00000050748",709,946,1198,1245,739,870,555,1167,654,725,572,437
"ENSG00000050767",20,9,58,22,30,30,12,25,65,30,29,53
"ENSG00000050820",2433,2187,3906,3006,2351,2419,2896,3753,3703,3108,3871,2488
