Species,Date,LDHAssay_PlateNumber,Coordinate,Line,Assay,Location,Strain,Temp,Well_Endpoint,Collection_Time,Replicate,Value,CFUmatched,Reject,bacteria_label
Sau,10_11_2022,1,B9,HNO204,CFU,Baso,KPL2115,34,24,24,3,0.123,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,H8,HNO919,CFU,Baso,KPL2115,37,48,48,2,0.153,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C10,HNO918,CFU,Baso,KPL2115,37,24,24,2,0.130099997,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,G9,HNO204,CFU,Baso,KPL2115,37,48,0,3,0.114,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,F8,HNO204,CFU,Baso,KPL2115,37,24,24,2,0.143,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C3,HNO918,CFU,Baso,KPL2115,34,24,24,1,0.120700002,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C1,HNO918,CFU,Baso,KPL2115,34,24,0,1,0.080200002,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,E8,HNO204,CFU,Baso,KPL2115,37,24,0,2,0.125,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,F9,HNO204,CFU,Baso,KPL2115,37,24,24,3,0.471,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,G9,HNO919,CFU,Baso,KPL2115,37,48,0,3,0.15,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,B8,HNO204,CFU,Baso,KPL2115,34,24,24,2,0.118,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,C8,HNO919,CFU,Baso,KPL2115,34,48,0,2,0.083,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,D9,HNO204,CFU,Baso,KPL2115,34,48,48,3,0.186,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,E8,HNO918,CFU,Baso,KPL2115,37,24,0,2,0.101,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,E9,HNO918,CFU,Baso,KPL2115,37,24,0,3,0.1,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B8,HNO204,CFU,Baso,KPL2115,34,48,0,2,0.15,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,D8,HNO204,CFU,Baso,KPL2115,34,48,48,2,0.164,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C4,HNO918,CFU,Baso,KPL2115,34,24,24,2,0.104500003,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,E7,HNO204,CFU,Baso,KPL2115,37,24,0,1,0.127,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,F7,HNO204,CFU,Baso,KPL2115,37,24,24,1,0.489,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,D9,HNO919,CFU,Baso,KPL2115,34,48,48,3,0.266,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,H8,HNO204,CFU,Baso,KPL2115,37,48,48,2,1.381,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,F8,HNO918,CFU,Baso,KPL2115,37,24,24,2,0.164,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,B7,HNO204,CFU,Baso,KPL2115,34,24,24,1,0.127,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,F7,HNO918,CFU,Baso,KPL2115,37,24,24,1,0.163,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,A7,HNO204,CFU,Baso,KPL2115,34,24,0,1,0.093,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C7,HNO918,CFU,Baso,KPL2115,37,24,0,1,0.090099998,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C8,HNO918,CFU,Baso,KPL2115,37,24,0,2,0.092900001,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,B9,HNO918,CFU,Baso,KPL2115,34,24,24,3,0.106,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C11,HNO918,CFU,Baso,KPL2115,37,48,48,1,0.209000006,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,B8,HNO919,CFU,Baso,KPL2115,34,24,24,2,0.124,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,G8,HNO204,CFU,Baso,KPL2115,34,48,48,2,2.529,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C2,HNO918,CFU,Baso,KPL2115,34,24,0,2,0.086900003,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_16_2022,1,C6,HNO919,CFU,Baso,KPL2115,34,48,48,2,0.167600006,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,C8,HNO204,CFU,Baso,KPL2115,34,48,0,2,0.101,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,B7,HNO919,CFU,Baso,KPL2115,34,24,24,1,0.112,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,G9,HNO204,CFU,Baso,KPL2115,37,48,0,3,0.119,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,C7,HNO919,CFU,Baso,KPL2115,34,48,0,1,0.085,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,G8,HNO204,CFU,Baso,KPL2115,37,48,0,2,0.112,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_16_2022,1,F5,HNO919,CFU,Baso,KPL2115,34,48,0,1,0.097099997,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,D7,HNO919,CFU,Baso,KPL2115,34,48,48,1,0.159,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,D8,HNO919,CFU,Baso,KPL2115,34,48,48,2,0.158,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,H9,HNO919,CFU,Baso,KPL2115,37,48,48,3,0.147,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,B7,HNO919,CFU,Baso,KPL2115,34,24,24,1,0.1,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,H9,HNO918,CFU,Baso,KPL2115,37,48,48,3,0.314,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,H8,HNO918,CFU,Baso,KPL2115,37,48,48,2,0.325,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,D11,HNO204,CFU,Baso,KPL2115,34,24,0,2,0.167,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,D12,HNO204,CFU,Baso,KPL2115,34,24,0,3,0.137,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,E9,HNO204,CFU,Baso,KPL2115,37,24,0,3,0.12,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,E9,HNO204,CFU,Baso,KPL2115,37,24,0,3,0.113,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,B9,HNO919,CFU,Baso,KPL2115,34,24,24,3,0.112,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,D7,HNO204,CFU,Baso,KPL2115,34,48,48,1,0.177,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B5,HNO204,CFU,Baso,KPL2115,34,24,24,2,0.133,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B6,HNO204,CFU,Baso,KPL2115,34,24,24,3,0.118,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,F7,HNO204,CFU,Baso,KPL2115,37,24,24,1,0.142,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B7,HNO204,CFU,Baso,KPL2115,34,48,0,1,0.154,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,G7,HNO204,CFU,Baso,KPL2115,34,48,48,1,2.583,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,C9,HNO919,CFU,Baso,KPL2115,34,48,0,3,0.081,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,A9,HNO204,CFU,Baso,KPL2115,34,24,0,3,0.135,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,C7,HNO204,CFU,Baso,KPL2115,34,48,0,1,0.105,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,F9,HNO204,CFU,Baso,KPL2115,34,48,0,3,0.136,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,F7,HNO919,CFU,Baso,KPL2115,37,24,24,1,0.213,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,F8,HNO919,CFU,Baso,KPL2115,37,24,24,2,0.222,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,B8,HNO919,CFU,Baso,KPL2115,34,24,24,2,0.116,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,A9,HNO919,CFU,Baso,KPL2115,34,24,0,3,0.083,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,D7,HNO919,CFU,Baso,KPL2115,34,48,48,1,0.167,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,B7,HNO918,CFU,Baso,KPL2115,34,24,24,1,0.108,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,B8,HNO918,CFU,Baso,KPL2115,34,24,24,2,0.11,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,G8,HNO919,CFU,Baso,KPL2115,37,48,0,2,0.161,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,F9,HNO204,CFU,Baso,KPL2115,37,24,24,3,0.133,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,F11,HNO204,CFU,Baso,KPL2115,34,48,0,2,0.161,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,F12,HNO204,CFU,Baso,KPL2115,34,48,0,3,0.148,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_16_2022,1,C3,HNO919,CFU,Baso,KPL2115,34,24,24,1,0.101199999,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_16_2022,1,C5,HNO919,CFU,Baso,KPL2115,34,48,48,1,0.179100007,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,E7,HNO204,CFU,Baso,KPL2115,37,24,0,1,0.122,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,C7,HNO918,CFU,Baso,KPL2115,34,48,0,1,0.098,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,E8,HNO204,CFU,Baso,KPL2115,37,24,0,2,0.105,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B4,HNO204,CFU,Baso,KPL2115,34,24,24,1,0.145,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,G9,HNO918,CFU,Baso,KPL2115,37,48,0,3,0.103,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,A7,HNO919,CFU,Baso,KPL2115,34,24,0,1,0.092,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,A8,HNO919,CFU,Baso,KPL2115,34,24,0,2,0.102,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,G10,HNO204,CFU,Baso,KPL2115,34,48,48,1,0.196,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,F10,HNO204,CFU,Baso,KPL2115,34,48,0,1,0.158,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,D8,HNO918,CFU,Baso,KPL2115,34,48,48,2,0.143,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,D9,HNO918,CFU,Baso,KPL2115,34,48,48,3,0.137,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,D10,HNO204,CFU,Baso,KPL2115,34,24,0,1,0.146,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,F8,HNO918,CFU,Baso,KPL2115,37,48,0,2,0.093699999,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,B7,HNO919,CFU,Baso,KPL2115,34,24,24,1,0.095,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,F8,HNO204,CFU,Baso,KPL2115,37,24,24,2,0.483,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,B9,HNO919,CFU,Baso,KPL2115,34,24,24,3,0.091,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,H9,HNO204,CFU,Baso,KPL2115,37,48,48,3,1.373,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B3,HNO204,CFU,Baso,KPL2115,34,24,0,3,0.141,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,E7,HNO919,CFU,Baso,KPL2115,37,24,0,1,0.128,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,E8,HNO919,CFU,Baso,KPL2115,37,24,0,2,0.134,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,G7,HNO204,CFU,Baso,KPL2115,37,48,0,1,0.11,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,C9,HNO919,CFU,Baso,KPL2115,34,48,0,3,0.133,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B9,HNO204,CFU,Baso,KPL2115,34,48,0,3,0.143,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B10,HNO204,CFU,Baso,KPL2115,34,48,48,1,0.194,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B11,HNO204,CFU,Baso,KPL2115,34,48,48,2,0.169,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,F8,HNO204,CFU,Baso,KPL2115,34,48,0,2,0.136,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B12,HNO204,CFU,Baso,KPL2115,34,48,48,3,0.152,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,D8,HNO919,CFU,Baso,KPL2115,34,48,48,2,0.247,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,2,H7,HNO204,CFU,Baso,KPL2115,37,48,48,1,0.242,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,F9,HNO919,CFU,Baso,KPL2115,37,24,24,3,0.258,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,2,H9,HNO204,CFU,Baso,KPL2115,37,48,48,3,0.212,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C5,HNO918,CFU,Baso,KPL2115,34,48,48,1,0.473500013,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C6,HNO918,CFU,Baso,KPL2115,34,48,48,2,0.375400007,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,G7,HNO919,CFU,Baso,KPL2115,37,48,0,1,0.148,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,H7,HNO919,CFU,Baso,KPL2115,37,48,48,1,0.162,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,E7,HNO919,CFU,Baso,KPL2115,37,24,0,1,0.102,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,E8,HNO919,CFU,Baso,KPL2115,37,24,0,2,0.11,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,E9,HNO919,CFU,Baso,KPL2115,37,24,0,3,0.095,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_16_2022,1,C2,HNO919,CFU,Baso,KPL2115,34,24,0,2,0.0942,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,C9,HNO919,CFU,Baso,KPL2115,34,48,0,3,0.116,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_16_2022,1,C4,HNO919,CFU,Baso,KPL2115,34,24,24,2,0.270200014,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,D7,HNO204,CFU,Baso,KPL2115,34,24,0,1,0.18,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,D8,HNO204,CFU,Baso,KPL2115,34,24,0,2,0.139,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,C9,HNO918,CFU,Baso,KPL2115,34,48,0,3,0.086,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,F7,HNO919,CFU,Baso,KPL2115,37,24,24,1,0.151,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,F8,HNO919,CFU,Baso,KPL2115,37,24,24,2,0.129,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,F9,HNO919,CFU,Baso,KPL2115,37,24,24,3,0.102,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,A8,HNO204,CFU,Baso,KPL2115,34,24,0,2,0.098,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,A9,HNO204,CFU,Baso,KPL2115,34,24,0,3,0.092,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,F5,HNO918,CFU,Baso,KPL2115,34,48,0,1,0.087899998,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,D7,HNO918,CFU,Baso,KPL2115,34,48,48,1,0.139,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,G8,HNO919,CFU,Baso,KPL2115,37,48,0,2,0.17,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,G9,HNO919,CFU,Baso,KPL2115,37,48,0,3,0.122,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,E7,HNO204,CFU,Baso,KPL2115,34,24,24,1,0.173,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,B8,HNO919,CFU,Baso,KPL2115,34,24,24,2,0.112,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B1,HNO204,CFU,Baso,KPL2115,34,24,0,1,0.154,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,01_17_2023,2,B2,HNO204,CFU,Baso,KPL2115,34,24,0,2,0.137,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,A7,HNO919,CFU,Baso,KPL2115,34,24,0,1,0.111,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,A8,HNO919,CFU,Baso,KPL2115,34,24,0,2,0.114,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,A9,HNO919,CFU,Baso,KPL2115,34,24,0,3,0.118,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,E9,HNO919,CFU,Baso,KPL2115,37,24,0,3,0.146,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,A7,HNO918,CFU,Baso,KPL2115,34,24,0,1,0.086,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,E7,HNO918,CFU,Baso,KPL2115,37,24,0,1,0.097,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,E10,HNO204,CFU,Baso,KPL2115,34,24,24,1,0.156,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,E11,HNO204,CFU,Baso,KPL2115,34,24,24,2,0.139,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_28_2023,1,E12,HNO204,CFU,Baso,KPL2115,34,24,24,3,0.143,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,D7,HNO919,CFU,Baso,KPL2115,34,48,48,1,0.232,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,A1,HNO919,CFU,Baso,KPL2115,34,24,0,1,0.146,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,A2,HNO919,CFU,Baso,KPL2115,34,24,0,2,0.148,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,A3,HNO919,CFU,Baso,KPL2115,34,24,0,3,0.149,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,B1,HNO919,CFU,Baso,KPL2115,34,24,24,1,0.139,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,B2,HNO919,CFU,Baso,KPL2115,34,24,24,2,0.152,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,B3,HNO919,CFU,Baso,KPL2115,34,24,24,3,0.155,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,C1,HNO919,CFU,Baso,KPL2115,34,48,0,1,0.146,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,C2,HNO919,CFU,Baso,KPL2115,34,48,0,2,0.141,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,C3,HNO919,CFU,Baso,KPL2115,34,48,0,3,0.155,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,D1,HNO919,CFU,Baso,KPL2115,34,48,48,1,0.197,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,D2,HNO919,CFU,Baso,KPL2115,34,48,48,2,0.215,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_14_2023,2,D3,HNO919,CFU,Baso,KPL2115,34,48,48,3,0.218,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,G9,HNO204,CFU,Baso,KPL2115,34,48,48,3,2.507,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,C7,HNO204,CFU,Baso,KPL2115,34,48,0,1,0.145,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,C8,HNO204,CFU,Baso,KPL2115,34,48,0,2,0.118,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,C9,HNO204,CFU,Baso,KPL2115,34,48,0,3,0.116,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,02_07_2023,3,D9,HNO204,CFU,Baso,KPL2115,34,24,0,3,0.128,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,A7,HNO919,CFU,Baso,KPL2115,34,24,0,1,0.083,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,A8,HNO919,CFU,Baso,KPL2115,34,24,0,2,0.074,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,D7,HNO204,CFU,Baso,KPL2115,34,48,48,1,1.804,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,D8,HNO204,CFU,Baso,KPL2115,34,48,48,2,1.69,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,D9,HNO204,CFU,Baso,KPL2115,34,48,48,3,1.716,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,D9,HNO919,CFU,Baso,KPL2115,34,48,48,3,0.168,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,G7,HNO919,CFU,Baso,KPL2115,37,48,0,1,0.101,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C1,HNO918,CFU,Baso,KPL2115,34,24,0,1,0.1,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C2,HNO918,CFU,Baso,KPL2115,34,24,0,2,0.099,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C3,HNO918,CFU,Baso,KPL2115,34,24,0,3,0.101,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C4,HNO918,CFU,Baso,KPL2115,34,24,24,1,0.094,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C5,HNO918,CFU,Baso,KPL2115,34,24,24,2,0.094,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_04_2022,1,C6,HNO918,CFU,Baso,KPL2115,34,24,24,3,0.096,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
